subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
S003967,A003967,PLN_SCALE,2024-03-23,,active,122,931
S003968,A003968,PLN_GROWTH,2023-08-02,,active,22,215
S003969,A003969,PLN_STARTER,2024-07-13,2025-03-27,cancelled,5,49
S003970,A003970,PLN_STARTER,2023-06-05,,active,2,49
S003971,A003971,PLN_STARTER,2023-11-22,,active,1,49
S003972,A003972,PLN_GROWTH,2023-03-04,,active,14,199
S003973,A003973,PLN_ENTERPRISE,2023-01-18,,active,347,2499
S003974,A003974,PLN_STARTER,2023-05-07,2024-09-21,cancelled,5,49
S003975,A003975,PLN_SCALE,2023-10-06,,active,44,799
S003976,A003976,PLN_STARTER,2025-04-24,,active,3,49
S003977,A003977,PLN_GROWTH,2023-01-15,,active,18,199
S003978,A003978,PLN_STARTER,2024-01-28,,active,3,49
S003979,A003979,PLN_STARTER,2025-03-26,,active,5,49
S003980,A003980,PLN_STARTER,2024-10-12,,active,2,49
S003981,A003981,PLN_GROWTH,2024-10-04,,active,13,199
S003982,A003982,PLN_ENTERPRISE,2023-03-18,2023-06-17,cancelled,327,2499
S003983,A003983,PLN_GROWTH,2023-02-15,,active,20,199
S003984,A003984,PLN_SCALE,2024-11-18,,active,37,799
S003985,A003985,PLN_STARTER,2025-05-05,,active,4,49
S003986,A003986,PLN_STARTER,2025-05-30,,active,2,49
S003987,A003987,PLN_GROWTH,2024-12-07,,active,10,199
S003988,A003988,PLN_STARTER,2024-06-06,,active,3,49
S003989,A003989,PLN_SCALE,2023-12-23,,active,130,979
S003990,A003990,PLN_STARTER,2023-08-19,,active,3,49
S003991,A003991,PLN_STARTER,2023-05-11,,active,2,49
S003992,A003992,PLN_GROWTH,2024-12-16,,active,18,199
S003993,A003993,PLN_STARTER,2024-07-31,,active,2,49
S003994,A003994,PLN_GROWTH,2024-09-27,,active,7,199
S003995,A003995,PLN_GROWTH,2025-04-16,,active,11,199
S003996,A003996,PLN_STARTER,2024-12-24,,active,6,59
S003997,A003997,PLN_GROWTH,2025-09-24,,active,21,207
S003998,A003998,PLN_STARTER,2023-10-08,,active,3,49
S003999,A003999,PLN_GROWTH,2025-06-18,,active,19,199
S004000,A004000,PLN_STARTER,2023-07-06,,active,5,49
S004001,A004001,PLN_GROWTH,2025-07-09,,active,18,199
S004002,A004002,PLN_STARTER,2025-09-18,,active,6,59
S004003,A004003,PLN_SCALE,2023-10-23,,active,107,841
S004004,A004004,PLN_GROWTH,2023-02-12,,active,25,239
S004005,A004005,PLN_STARTER,2024-07-27,,active,4,49
S004006,A004006,PLN_SCALE,2024-11-03,,active,130,979
S004007,A004007,PLN_STARTER,2025-01-21,,active,1,49
S004008,A004008,PLN_GROWTH,2024-01-21,2025-09-23,cancelled,17,199
S004009,A004009,PLN_GROWTH,2025-03-29,,active,25,239
S004010,A004010,PLN_SCALE,2025-08-06,,active,101,805
S004011,A004011,PLN_SCALE,2025-05-06,,active,99,799
S004012,A004012,PLN_ENTERPRISE,2023-08-05,,active,467,2499
S004013,A004013,PLN_GROWTH,2025-05-17,,active,16,199
S004014,A004014,PLN_STARTER,2023-03-07,,active,3,49
S004015,A004015,PLN_GROWTH,2025-01-26,,active,15,199
S004016,A004016,PLN_STARTER,2023-03-14,,active,3,49
S004017,A004017,PLN_GROWTH,2025-03-05,,active,18,199
S004018,A004018,PLN_GROWTH,2025-09-10,,active,16,199
S004019,A004019,PLN_STARTER,2024-11-08,,active,2,49
S004020,A004020,PLN_STARTER,2024-11-30,,active,3,49
S004021,A004021,PLN_GROWTH,2023-03-15,,active,15,199
S004022,A004022,PLN_SCALE,2023-07-31,,active,58,799
S004023,A004023,PLN_STARTER,2025-09-24,,active,2,49
S004024,A004024,PLN_STARTER,2024-06-01,,active,5,49
S004025,A004025,PLN_GROWTH,2023-01-26,,active,7,199
S004026,A004026,PLN_SCALE,2023-12-23,,active,134,1003
S004027,A004027,PLN_GROWTH,2025-01-05,,active,17,199
S004028,A004028,PLN_GROWTH,2024-06-01,,active,23,223
S004029,A004029,PLN_GROWTH,2025-01-24,,active,15,199
S004030,A004030,PLN_GROWTH,2023-05-17,,active,17,199
S004031,A004031,PLN_GROWTH,2023-08-21,2024-12-30,cancelled,9,199
S004032,A004032,PLN_STARTER,2025-05-20,,active,2,49
S004033,A004033,PLN_STARTER,2024-12-30,,active,2,49
S004034,A004034,PLN_GROWTH,2025-06-19,,active,14,199
S004035,A004035,PLN_STARTER,2023-04-14,,active,5,49
S004036,A004036,PLN_STARTER,2025-08-24,2025-11-22,cancelled,3,49
S004037,A004037,PLN_STARTER,2024-08-01,,active,2,49
S004038,A004038,PLN_GROWTH,2025-03-06,,active,23,223
S004039,A004039,PLN_STARTER,2025-08-31,,active,4,49
S004040,A004040,PLN_SCALE,2024-12-16,,active,127,961
S004041,A004041,PLN_STARTER,2023-07-19,,active,4,49
S004042,A004042,PLN_SCALE,2025-10-07,,active,52,799
S004043,A004043,PLN_STARTER,2024-11-28,,active,1,49
S004044,A004044,PLN_GROWTH,2023-03-22,,active,21,207
S004045,A004045,PLN_SCALE,2023-06-04,,active,46,799
S004046,A004046,PLN_GROWTH,2025-09-23,,active,13,199
S004047,A004047,PLN_GROWTH,2023-12-04,2025-09-05,cancelled,13,199
S004048,A004048,PLN_SCALE,2023-05-30,2024-09-25,cancelled,101,805
S004049,A004049,PLN_GROWTH,2023-08-23,2024-09-27,cancelled,16,199
S004050,A004050,PLN_GROWTH,2025-03-05,,active,13,199
S004051,A004051,PLN_GROWTH,2024-08-09,,active,21,207
S004052,A004052,PLN_SCALE,2024-08-27,2024-12-03,cancelled,125,949
S004053,A004053,PLN_STARTER,2025-05-09,,active,2,49
S004054,A004054,PLN_GROWTH,2023-06-11,,active,14,199
S004055,A004055,PLN_STARTER,2025-08-29,,active,5,49
S004056,A004056,PLN_GROWTH,2024-11-30,,active,10,199
S004057,A004057,PLN_GROWTH,2024-01-13,,active,23,223
S004058,A004058,PLN_STARTER,2024-03-23,,active,2,49
S004059,A004059,PLN_STARTER,2025-04-06,,active,2,49
S004060,A004060,PLN_GROWTH,2023-08-26,2024-10-22,cancelled,25,239
S004061,A004061,PLN_STARTER,2024-09-04,,active,5,49
S004062,A004062,PLN_STARTER,2025-01-17,,active,6,59
S004063,A004063,PLN_GROWTH,2023-06-19,,active,9,199
S004064,A004064,PLN_STARTER,2024-12-10,,active,5,49
S004065,A004065,PLN_GROWTH,2025-09-20,,active,15,199
S004066,A004066,PLN_STARTER,2023-04-03,2024-02-28,cancelled,3,49
S004067,A004067,PLN_SCALE,2023-05-25,,active,106,835
S004068,A004068,PLN_STARTER,2023-01-27,,active,4,49
S004069,A004069,PLN_GROWTH,2024-05-10,2025-10-08,cancelled,11,199
S004070,A004070,PLN_GROWTH,2023-03-20,,active,18,199
S004071,A004071,PLN_SCALE,2025-08-07,,active,100,799
S004072,A004072,PLN_STARTER,2025-06-19,,active,5,49
S004073,A004073,PLN_STARTER,2023-06-24,2023-12-30,cancelled,2,49
S004074,A004074,PLN_ENTERPRISE,2023-12-04,2025-03-08,cancelled,224,2499
S004075,A004075,PLN_SCALE,2024-09-19,,active,58,799
S004076,A004076,PLN_GROWTH,2025-04-08,,active,9,199
S004077,A004077,PLN_STARTER,2023-04-26,2024-07-02,cancelled,3,49
S004078,A004078,PLN_GROWTH,2025-04-08,2025-07-21,cancelled,11,199
S004079,A004079,PLN_SCALE,2023-04-21,2023-12-25,cancelled,79,799
S004080,A004080,PLN_GROWTH,2023-02-28,,active,8,199
S004081,A004081,PLN_STARTER,2025-01-01,2025-12-23,cancelled,4,49
S004082,A004082,PLN_GROWTH,2025-10-14,,active,26,247
S004083,A004083,PLN_STARTER,2025-03-29,,active,6,59
S004084,A004084,PLN_STARTER,2023-07-14,,active,5,49
S004085,A004085,PLN_ENTERPRISE,2024-05-14,,active,469,2499
S004086,A004086,PLN_GROWTH,2023-06-27,,active,9,199
S004087,A004087,PLN_STARTER,2024-12-21,,active,4,49
S004088,A004088,PLN_SCALE,2023-08-18,2025-07-31,cancelled,54,799
S004089,A004089,PLN_GROWTH,2024-09-25,,active,17,199
S004090,A004090,PLN_STARTER,2023-07-25,,active,3,49
S004091,A004091,PLN_STARTER,2023-10-24,,active,6,59
S004092,A004092,PLN_STARTER,2023-06-28,,active,1,49
S004093,A004093,PLN_GROWTH,2024-09-23,,active,20,199
S004094,A004094,PLN_STARTER,2025-07-09,,active,5,49
S004095,A004095,PLN_GROWTH,2024-01-07,2024-05-12,cancelled,26,247
S004096,A004096,PLN_GROWTH,2023-04-06,,active,19,199
S004097,A004097,PLN_STARTER,2024-09-05,,active,3,49
S004098,A004098,PLN_GROWTH,2024-07-02,2025-03-27,cancelled,25,239
S004099,A004099,PLN_STARTER,2025-02-15,,active,3,49
S004100,A004100,PLN_STARTER,2025-03-05,,active,6,59
S004101,A004101,PLN_GROWTH,2025-06-30,,active,20,199
S004102,A004102,PLN_STARTER,2024-04-21,2025-06-17,cancelled,4,49
S004103,A004103,PLN_STARTER,2023-11-16,,active,2,49
S004104,A004104,PLN_STARTER,2025-02-06,,active,6,59
S004105,A004105,PLN_STARTER,2023-05-31,,active,6,59
S004106,A004106,PLN_GROWTH,2024-07-24,,active,25,239
S004107,A004107,PLN_GROWTH,2025-01-11,,active,12,199
S004108,A004108,PLN_GROWTH,2025-01-25,,active,14,199
S004109,A004109,PLN_STARTER,2024-09-17,,active,3,49
S004110,A004110,PLN_STARTER,2025-01-19,,active,5,49
S004111,A004111,PLN_STARTER,2025-07-18,,active,2,49
S004112,A004112,PLN_STARTER,2023-06-23,,active,2,49
S004113,A004113,PLN_STARTER,2025-03-02,,active,6,59
S004114,A004114,PLN_STARTER,2024-12-09,,active,3,49
S004115,A004115,PLN_GROWTH,2024-10-14,,active,7,199
S004116,A004116,PLN_STARTER,2025-01-09,2025-06-17,cancelled,4,49
S004117,A004117,PLN_STARTER,2024-06-19,,active,3,49
S004118,A004118,PLN_GROWTH,2024-09-01,,active,22,215
S004119,A004119,PLN_GROWTH,2024-12-17,2025-04-15,cancelled,24,231
S004120,A004120,PLN_SCALE,2023-12-25,,active,61,799
S004121,A004121,PLN_STARTER,2024-10-20,,active,4,49
S004122,A004122,PLN_GROWTH,2023-05-04,,active,22,215
S004123,A004123,PLN_ENTERPRISE,2025-08-14,,active,427,2499
S004124,A004124,PLN_STARTER,2023-04-01,,active,3,49
S004125,A004125,PLN_SCALE,2025-01-26,,active,55,799
S004126,A004126,PLN_STARTER,2024-11-29,,active,4,49
S004127,A004127,PLN_SCALE,2024-12-14,,active,72,799
S004128,A004128,PLN_STARTER,2024-10-27,,active,2,49
S004129,A004129,PLN_STARTER,2025-07-11,,active,2,49
S004130,A004130,PLN_STARTER,2023-05-25,2023-10-30,cancelled,3,49
S004131,A004131,PLN_SCALE,2024-08-16,,active,78,799
S004132,A004132,PLN_STARTER,2024-01-04,,active,2,49
S004133,A004133,PLN_SCALE,2025-01-20,,active,124,943
S004134,A004134,PLN_STARTER,2023-03-13,,active,2,49
S004135,A004135,PLN_SCALE,2023-03-05,,active,64,799
S004136,A004136,PLN_STARTER,2023-11-02,,active,3,49
S004137,A004137,PLN_ENTERPRISE,2023-05-23,,active,365,2499
S004138,A004138,PLN_ENTERPRISE,2025-09-22,,active,378,2499
S004139,A004139,PLN_GROWTH,2023-04-11,,active,19,199
S004140,A004140,PLN_STARTER,2023-11-29,,active,6,59
S004141,A004141,PLN_STARTER,2024-02-18,,active,2,49
S004142,A004142,PLN_GROWTH,2025-02-15,,active,21,207
S004143,A004143,PLN_ENTERPRISE,2024-03-16,,active,430,2499
S004144,A004144,PLN_STARTER,2023-05-24,,active,2,49
S004145,A004145,PLN_STARTER,2024-10-27,,active,2,49
S004146,A004146,PLN_GROWTH,2025-01-25,,active,24,231
S004147,A004147,PLN_STARTER,2024-09-30,2025-07-12,cancelled,5,49
S004148,A004148,PLN_STARTER,2025-03-18,,active,2,49
S004149,A004149,PLN_SCALE,2024-05-13,,active,56,799
S004150,A004150,PLN_STARTER,2025-01-01,,active,5,49
S004151,A004151,PLN_STARTER,2025-07-14,,active,3,49
S004152,A004152,PLN_STARTER,2025-06-16,,active,4,49
S004153,A004153,PLN_STARTER,2023-08-12,,active,4,49
S004154,A004154,PLN_STARTER,2024-07-13,,active,6,59
S004155,A004155,PLN_STARTER,2025-08-16,,active,3,49
S004156,A004156,PLN_STARTER,2023-05-29,,active,3,49
S004157,A004157,PLN_STARTER,2024-01-03,,active,6,59
S004158,A004158,PLN_STARTER,2024-12-04,,active,2,49
S004159,A004159,PLN_GROWTH,2023-11-09,2024-03-26,cancelled,20,199
S004160,A004160,PLN_STARTER,2023-11-21,,active,3,49
S004161,A004161,PLN_STARTER,2024-01-13,,active,6,59
S004162,A004162,PLN_ENTERPRISE,2025-06-13,,active,398,2499
S004163,A004163,PLN_GROWTH,2023-01-17,,active,12,199
S004164,A004164,PLN_STARTER,2025-03-01,,active,5,49
S004165,A004165,PLN_GROWTH,2023-08-30,,active,22,215
S004166,A004166,PLN_STARTER,2023-12-09,,active,4,49
S004167,A004167,PLN_GROWTH,2024-12-24,,active,10,199
S004168,A004168,PLN_GROWTH,2024-09-02,2025-01-07,cancelled,14,199
S004169,A004169,PLN_STARTER,2025-02-17,,active,5,49
S004170,A004170,PLN_GROWTH,2025-01-12,,active,13,199
S004171,A004171,PLN_GROWTH,2023-11-09,2025-04-05,cancelled,9,199
S004172,A004172,PLN_STARTER,2023-04-28,,active,3,49
S004173,A004173,PLN_SCALE,2025-04-30,,active,116,895
S004174,A004174,PLN_GROWTH,2025-01-22,,active,17,199
S004175,A004175,PLN_STARTER,2024-09-11,,active,5,49
S004176,A004176,PLN_STARTER,2024-05-24,,active,2,49
S004177,A004177,PLN_GROWTH,2024-10-27,,active,21,207
S004178,A004178,PLN_GROWTH,2023-01-15,2023-11-27,cancelled,22,215
S004179,A004179,PLN_SCALE,2023-08-30,2024-08-20,cancelled,78,799
S004180,A004180,PLN_STARTER,2023-11-25,,active,5,49
S004181,A004181,PLN_SCALE,2023-07-19,,active,73,799
S004182,A004182,PLN_STARTER,2025-07-14,,active,1,49
S004183,A004183,PLN_GROWTH,2023-07-16,,active,7,199
S004184,A004184,PLN_SCALE,2025-07-09,,active,79,799
S004185,A004185,PLN_STARTER,2023-11-22,,active,6,59
S004186,A004186,PLN_STARTER,2023-10-06,,active,4,49
S004187,A004187,PLN_STARTER,2024-05-30,,active,2,49
S004188,A004188,PLN_GROWTH,2023-03-24,,active,20,199
S004189,A004189,PLN_STARTER,2023-07-01,,active,2,49
S004190,A004190,PLN_SCALE,2024-05-07,,active,80,799
S004191,A004191,PLN_SCALE,2025-06-04,,active,114,883
S004192,A004192,PLN_GROWTH,2025-09-20,,active,7,199
S004193,A004193,PLN_GROWTH,2024-04-10,,active,21,207
S004194,A004194,PLN_GROWTH,2024-05-20,,active,19,199
S004195,A004195,PLN_STARTER,2025-08-02,,active,4,49
S004196,A004196,PLN_STARTER,2024-08-21,,active,6,59
S004197,A004197,PLN_STARTER,2023-11-09,,active,4,49
S004198,A004198,PLN_STARTER,2023-06-26,,active,6,59
S004199,A004199,PLN_STARTER,2024-09-05,,active,4,49
S004200,A004200,PLN_GROWTH,2024-02-13,2024-07-21,cancelled,20,199
S004201,A004201,PLN_STARTER,2025-09-05,,active,6,59
S004202,A004202,PLN_STARTER,2025-08-24,,active,6,59
S004203,A004203,PLN_STARTER,2024-07-06,,active,2,49
S004204,A004204,PLN_STARTER,2024-05-12,2025-07-25,cancelled,3,49
S004205,A004205,PLN_GROWTH,2025-08-31,,active,19,199
S004206,A004206,PLN_STARTER,2023-04-19,2024-09-24,cancelled,3,49
S004207,A004207,PLN_STARTER,2024-12-12,,active,3,49
S004208,A004208,PLN_STARTER,2024-12-09,,active,4,49
S004209,A004209,PLN_SCALE,2025-09-01,,active,111,865
S004210,A004210,PLN_STARTER,2025-03-29,,active,4,49
S004211,A004211,PLN_STARTER,2023-07-01,2024-08-15,cancelled,6,59
S004212,A004212,PLN_STARTER,2023-12-15,,active,6,59
S004213,A004213,PLN_STARTER,2025-03-01,,active,5,49
S004214,A004214,PLN_STARTER,2025-05-22,2025-11-07,cancelled,3,49
S004215,A004215,PLN_SCALE,2025-05-03,,active,86,799
S004216,A004216,PLN_STARTER,2023-01-15,,active,4,49
S004217,A004217,PLN_ENTERPRISE,2023-03-26,2023-12-16,cancelled,188,2499
S004218,A004218,PLN_SCALE,2024-04-06,,active,45,799
S004219,A004219,PLN_STARTER,2024-12-13,,active,5,49
S004220,A004220,PLN_SCALE,2023-09-10,,active,127,961
S004221,A004221,PLN_STARTER,2023-10-19,,active,4,49
S004222,A004222,PLN_GROWTH,2023-08-31,2025-08-05,cancelled,19,199
S004223,A004223,PLN_STARTER,2024-07-09,,active,2,49
S004224,A004224,PLN_GROWTH,2024-09-20,,active,10,199
S004225,A004225,PLN_SCALE,2025-06-24,,active,69,799
S004226,A004226,PLN_SCALE,2024-03-20,,active,81,799
S004227,A004227,PLN_STARTER,2023-03-20,,active,3,49
S004228,A004228,PLN_STARTER,2023-12-19,,active,3,49
S004229,A004229,PLN_STARTER,2024-08-31,,active,1,49
S004230,A004230,PLN_GROWTH,2023-04-20,,active,17,199
S004231,A004231,PLN_SCALE,2023-06-18,2024-08-07,cancelled,84,799
S004232,A004232,PLN_STARTER,2025-01-02,,active,2,49
S004233,A004233,PLN_STARTER,2023-10-27,,active,6,59
S004234,A004234,PLN_GROWTH,2024-04-14,,active,9,199
S004235,A004235,PLN_ENTERPRISE,2025-09-26,,active,430,2499
S004236,A004236,PLN_GROWTH,2024-10-25,,active,24,231
S004237,A004237,PLN_GROWTH,2024-10-01,,active,8,199
S004238,A004238,PLN_STARTER,2025-05-09,,active,3,49
S004239,A004239,PLN_SCALE,2025-06-02,,active,118,907
S004240,A004240,PLN_STARTER,2025-03-20,,active,2,49
S004241,A004241,PLN_GROWTH,2023-04-10,,active,26,247
S004242,A004242,PLN_ENTERPRISE,2024-10-29,2025-11-04,cancelled,426,2499
S004243,A004243,PLN_STARTER,2023-07-09,,active,3,49
S004244,A004244,PLN_STARTER,2025-04-16,,active,6,59
S004245,A004245,PLN_STARTER,2024-06-10,2025-01-23,cancelled,3,49
S004246,A004246,PLN_GROWTH,2024-06-02,2024-12-22,cancelled,15,199
S004247,A004247,PLN_GROWTH,2024-12-06,,active,9,199
S004248,A004248,PLN_GROWTH,2025-07-25,,active,16,199
S004249,A004249,PLN_GROWTH,2023-06-08,2024-03-24,cancelled,26,247
S004250,A004250,PLN_GROWTH,2023-08-04,,active,16,199
S004251,A004251,PLN_STARTER,2024-01-13,,active,4,49
S004252,A004252,PLN_GROWTH,2025-08-27,,active,16,199
S004253,A004253,PLN_STARTER,2024-12-18,,active,5,49
S004254,A004254,PLN_STARTER,2025-07-03,,active,6,59
S004255,A004255,PLN_SCALE,2025-08-16,,active,129,973
S004256,A004256,PLN_STARTER,2023-03-09,2024-06-07,cancelled,5,49
S004257,A004257,PLN_ENTERPRISE,2024-04-02,,active,230,2499
S004258,A004258,PLN_GROWTH,2025-01-14,,active,8,199
S004259,A004259,PLN_STARTER,2023-08-24,2025-04-02,cancelled,5,49
S004260,A004260,PLN_STARTER,2023-02-13,,active,5,49
S004261,A004261,PLN_STARTER,2023-05-31,,active,2,49
S004262,A004262,PLN_STARTER,2025-09-08,,active,6,59
S004263,A004263,PLN_SCALE,2023-12-31,,active,84,799
S004264,A004264,PLN_STARTER,2023-03-14,,active,2,49
S004265,A004265,PLN_GROWTH,2025-03-09,,active,25,239
S004266,A004266,PLN_GROWTH,2024-11-27,,active,13,199
S004267,A004267,PLN_GROWTH,2024-03-20,,active,7,199
S004268,A004268,PLN_GROWTH,2024-11-14,,active,22,215
S004269,A004269,PLN_GROWTH,2023-12-22,,active,26,247
S004270,A004270,PLN_STARTER,2024-07-08,,active,3,49
S004271,A004271,PLN_STARTER,2024-01-26,,active,3,49
S004272,A004272,PLN_GROWTH,2025-04-07,,active,18,199
S004273,A004273,PLN_GROWTH,2025-10-02,,active,16,199
S004274,A004274,PLN_STARTER,2025-01-30,,active,6,59
S004275,A004275,PLN_STARTER,2024-06-28,,active,2,49
S004276,A004276,PLN_GROWTH,2024-05-08,,active,9,199
S004277,A004277,PLN_SCALE,2025-02-22,,active,37,799
S004278,A004278,PLN_GROWTH,2024-09-08,2025-11-03,cancelled,8,199
S004279,A004279,PLN_STARTER,2025-02-16,,active,3,49
S004280,A004280,PLN_STARTER,2024-08-24,,active,2,49
S004281,A004281,PLN_STARTER,2023-07-14,,active,3,49
S004282,A004282,PLN_ENTERPRISE,2023-04-01,,active,223,2499
S004283,A004283,PLN_SCALE,2024-02-29,,active,130,979
S004284,A004284,PLN_STARTER,2025-08-15,,active,5,49
S004285,A004285,PLN_STARTER,2025-02-04,,active,3,49
S004286,A004286,PLN_ENTERPRISE,2025-01-25,2025-11-01,cancelled,245,2499
S004287,A004287,PLN_STARTER,2025-04-25,,active,3,49
S004288,A004288,PLN_ENTERPRISE,2025-10-01,,active,324,2499
S004289,A004289,PLN_STARTER,2024-02-25,,active,6,59
S004290,A004290,PLN_STARTER,2023-11-06,,active,3,49
S004291,A004291,PLN_STARTER,2025-03-30,,active,6,59
S004292,A004292,PLN_STARTER,2023-04-27,2024-03-15,cancelled,5,49
S004293,A004293,PLN_STARTER,2023-04-15,2024-06-18,cancelled,4,49
S004294,A004294,PLN_STARTER,2025-05-18,2025-09-28,cancelled,5,49
S004295,A004295,PLN_STARTER,2025-09-01,,active,5,49
S004296,A004296,PLN_GROWTH,2023-04-26,,active,10,199
S004297,A004297,PLN_ENTERPRISE,2024-09-25,,active,353,2499
S004298,A004298,PLN_GROWTH,2024-12-22,,active,23,223
S004299,A004299,PLN_STARTER,2025-06-12,,active,2,49
S004300,A004300,PLN_STARTER,2024-12-22,2025-07-28,cancelled,2,49
S004301,A004301,PLN_ENTERPRISE,2025-06-30,,active,362,2499
S004302,A004302,PLN_GROWTH,2023-01-19,,active,11,199
S004303,A004303,PLN_STARTER,2025-05-13,,active,3,49
S004304,A004304,PLN_SCALE,2025-01-03,,active,71,799
S004305,A004305,PLN_GROWTH,2025-06-04,2025-09-25,cancelled,25,239
S004306,A004306,PLN_GROWTH,2025-03-19,,active,22,215
S004307,A004307,PLN_SCALE,2024-03-24,,active,47,799
S004308,A004308,PLN_STARTER,2023-12-18,2024-08-16,cancelled,2,49
S004309,A004309,PLN_GROWTH,2025-06-26,,active,7,199
S004310,A004310,PLN_STARTER,2024-04-26,2024-08-10,cancelled,6,59
S004311,A004311,PLN_STARTER,2025-10-04,,active,2,49
S004312,A004312,PLN_STARTER,2024-02-12,,active,5,49
S004313,A004313,PLN_STARTER,2023-03-05,,active,1,49
S004314,A004314,PLN_SCALE,2023-06-30,,active,72,799
S004315,A004315,PLN_STARTER,2023-03-03,,active,6,59
S004316,A004316,PLN_STARTER,2023-04-25,2023-12-01,cancelled,5,49
S004317,A004317,PLN_STARTER,2024-09-11,,active,5,49
S004318,A004318,PLN_STARTER,2024-07-28,2025-07-15,cancelled,4,49
S004319,A004319,PLN_STARTER,2023-11-08,,active,4,49
S004320,A004320,PLN_STARTER,2023-01-23,2023-08-31,cancelled,4,49
S004321,A004321,PLN_SCALE,2023-12-07,2024-05-06,cancelled,78,799
S004322,A004322,PLN_GROWTH,2024-03-17,,active,17,199
S004323,A004323,PLN_SCALE,2023-06-01,,active,95,799
S004324,A004324,PLN_SCALE,2025-01-27,,active,59,799
S004325,A004325,PLN_SCALE,2023-03-01,,active,86,799
S004326,A004326,PLN_STARTER,2024-07-18,,active,3,49
S004327,A004327,PLN_STARTER,2024-09-10,,active,2,49
S004328,A004328,PLN_STARTER,2023-03-01,2024-08-22,cancelled,3,49
S004329,A004329,PLN_STARTER,2024-07-06,,active,5,49
S004330,A004330,PLN_STARTER,2024-04-11,,active,3,49
S004331,A004331,PLN_STARTER,2024-08-23,2025-11-29,cancelled,5,49
S004332,A004332,PLN_SCALE,2023-03-14,,active,39,799
S004333,A004333,PLN_SCALE,2025-09-09,,active,127,961
S004334,A004334,PLN_SCALE,2025-06-28,,active,71,799
S004335,A004335,PLN_SCALE,2024-04-17,,active,111,865
S004336,A004336,PLN_STARTER,2025-04-18,,active,5,49
S004337,A004337,PLN_STARTER,2024-06-19,2025-03-12,cancelled,4,49
S004338,A004338,PLN_ENTERPRISE,2023-02-05,2024-10-23,cancelled,366,2499
S004339,A004339,PLN_STARTER,2023-09-03,2024-10-26,cancelled,4,49
S004340,A004340,PLN_GROWTH,2023-04-27,,active,11,199
S004341,A004341,PLN_GROWTH,2023-07-08,,active,21,207
S004342,A004342,PLN_GROWTH,2023-12-21,,active,23,223
S004343,A004343,PLN_STARTER,2024-03-27,,active,5,49
S004344,A004344,PLN_STARTER,2025-08-25,,active,3,49
S004345,A004345,PLN_STARTER,2023-07-02,,active,5,49
S004346,A004346,PLN_SCALE,2025-03-27,,active,93,799
S004347,A004347,PLN_ENTERPRISE,2023-03-23,2024-02-25,cancelled,391,2499
S004348,A004348,PLN_GROWTH,2025-07-21,2025-12-26,cancelled,16,199
S004349,A004349,PLN_STARTER,2024-11-27,2025-04-04,cancelled,3,49
S004350,A004350,PLN_STARTER,2025-10-15,,active,5,49
S004351,A004351,PLN_STARTER,2024-06-19,2025-11-22,cancelled,2,49
S004352,A004352,PLN_SCALE,2024-02-29,2024-10-22,cancelled,42,799
S004353,A004353,PLN_STARTER,2025-01-18,,active,5,49
S004354,A004354,PLN_STARTER,2023-12-06,,active,4,49
S004355,A004355,PLN_GROWTH,2023-06-15,,active,25,239
S004356,A004356,PLN_STARTER,2023-03-18,,active,5,49
S004357,A004357,PLN_GROWTH,2023-08-08,,active,13,199
S004358,A004358,PLN_STARTER,2023-10-10,,active,4,49
S004359,A004359,PLN_GROWTH,2023-05-25,2024-03-13,cancelled,15,199
S004360,A004360,PLN_STARTER,2024-12-17,,active,2,49
S004361,A004361,PLN_STARTER,2025-10-04,,active,6,59
S004362,A004362,PLN_SCALE,2024-05-11,,active,72,799
S004363,A004363,PLN_SCALE,2023-12-10,,active,119,913
S004364,A004364,PLN_GROWTH,2024-10-21,,active,14,199
S004365,A004365,PLN_STARTER,2025-09-05,,active,1,49
S004366,A004366,PLN_GROWTH,2024-12-09,,active,12,199
S004367,A004367,PLN_STARTER,2024-07-09,,active,4,49
S004368,A004368,PLN_STARTER,2023-05-26,,active,4,49
S004369,A004369,PLN_GROWTH,2023-07-24,,active,8,199
S004370,A004370,PLN_GROWTH,2025-03-25,,active,22,215
S004371,A004371,PLN_STARTER,2023-09-24,2024-06-26,cancelled,3,49
S004372,A004372,PLN_STARTER,2024-03-30,,active,4,49
S004373,A004373,PLN_GROWTH,2024-12-21,,active,26,247
S004374,A004374,PLN_STARTER,2024-03-09,,active,5,49
S004375,A004375,PLN_STARTER,2023-01-31,,active,1,49
S004376,A004376,PLN_SCALE,2024-08-15,2025-08-18,cancelled,45,799
S004377,A004377,PLN_STARTER,2024-07-26,,active,2,49
S004378,A004378,PLN_GROWTH,2025-09-21,,active,26,247
S004379,A004379,PLN_STARTER,2024-05-06,,active,3,49
S004380,A004380,PLN_STARTER,2024-11-28,,active,6,59
S004381,A004381,PLN_GROWTH,2023-09-20,2024-08-20,cancelled,13,199
S004382,A004382,PLN_STARTER,2025-10-07,,active,3,49
S004383,A004383,PLN_GROWTH,2023-04-13,,active,21,207
S004384,A004384,PLN_STARTER,2025-09-04,,active,6,59
S004385,A004385,PLN_STARTER,2024-03-14,,active,3,49
S004386,A004386,PLN_STARTER,2025-06-11,,active,5,49
S004387,A004387,PLN_STARTER,2023-06-29,,active,2,49
