account_id,created_at,region,segment,acquisition_channel
A003760,2024-05-04,LATAM,SMB,outbound
A003761,2024-06-12,APAC,mid_market,outbound
A003762,2023-05-24,NA,SMB,paid_search
A003763,2024-12-20,LATAM,SMB,partner
A003764,2024-04-08,LATAM,SMB,outbound
A003765,2025-04-06,LATAM,SMB,referral
A003766,2023-01-08,EMEA,SMB,partner
A003767,2025-09-14,APAC,mid_market,paid_search
A003768,2024-02-22,APAC,mid_market,paid_search
A003769,2024-05-13,NA,SMB,partner
A003770,2025-02-26,LATAM,SMB,paid_search
A003771,2025-07-08,EMEA,mid_market,paid_search
A003772,2023-08-21,NA,mid_market,referral
A003773,2023-05-02,LATAM,SMB,referral
A003774,2025-07-16,NA,SMB,outbound
A003775,2024-10-24,APAC,SMB,organic
A003776,2023-04-13,EMEA,mid_market,paid_search
A003777,2024-05-24,APAC,mid_market,organic
A003778,2025-08-17,LATAM,mid_market,paid_search
A003779,2025-01-22,EMEA,SMB,referral
A003780,2025-06-21,NA,SMB,organic
A003781,2023-01-23,APAC,mid_market,referral
A003782,2024-10-03,APAC,SMB,outbound
A003783,2024-07-20,LATAM,SMB,partner
A003784,2023-02-15,LATAM,SMB,partner
A003785,2025-05-11,NA,mid_market,referral
A003786,2023-09-21,LATAM,SMB,referral
A003787,2025-09-25,APAC,SMB,paid_search
A003788,2024-10-21,LATAM,SMB,paid_search
A003789,2023-10-09,APAC,mid_market,organic
A003790,2023-09-30,LATAM,mid_market,organic
A003791,2024-01-19,LATAM,SMB,organic
A003792,2023-10-12,LATAM,SMB,paid_search
A003793,2024-09-02,APAC,SMB,partner
A003794,2024-07-10,LATAM,enterprise,referral
A003795,2024-02-12,LATAM,SMB,partner
A003796,2025-05-14,EMEA,mid_market,referral
A003797,2023-10-09,EMEA,SMB,referral
A003798,2024-01-10,LATAM,mid_market,partner
A003799,2023-04-06,LATAM,enterprise,partner
A003800,2025-03-16,APAC,SMB,outbound
A003801,2024-08-06,APAC,SMB,paid_search
A003802,2023-12-07,EMEA,mid_market,outbound
A003803,2025-01-04,APAC,mid_market,partner
A003804,2023-06-15,APAC,SMB,partner
A003805,2024-06-21,EMEA,enterprise,organic
A003806,2023-04-23,EMEA,SMB,partner
A003807,2023-10-12,APAC,SMB,organic
A003808,2025-06-19,LATAM,SMB,referral
A003809,2025-09-29,EMEA,SMB,organic
A003810,2024-07-18,APAC,SMB,outbound
A003811,2025-06-01,EMEA,SMB,outbound
A003812,2023-11-13,LATAM,enterprise,referral
A003813,2024-01-13,NA,SMB,outbound
A003814,2023-03-08,NA,SMB,paid_search
A003815,2025-02-04,EMEA,SMB,referral
A003816,2023-05-02,EMEA,SMB,partner
A003817,2025-03-10,NA,SMB,partner
A003818,2023-10-29,NA,enterprise,partner
A003819,2023-03-04,APAC,enterprise,referral
A003820,2024-09-30,LATAM,enterprise,outbound
A003821,2025-06-12,NA,SMB,paid_search
A003822,2023-10-02,APAC,SMB,organic
A003823,2023-11-05,LATAM,mid_market,outbound
A003824,2025-08-12,LATAM,mid_market,paid_search
A003825,2024-09-06,APAC,SMB,referral
A003826,2025-07-09,NA,SMB,organic
A003827,2023-12-12,APAC,SMB,referral
A003828,2023-09-04,LATAM,SMB,organic
A003829,2025-07-03,LATAM,SMB,partner
A003830,2023-05-28,APAC,SMB,partner
A003831,2023-04-13,LATAM,SMB,paid_search
A003832,2023-04-01,EMEA,SMB,outbound
A003833,2025-08-24,APAC,mid_market,referral
A003834,2023-09-15,LATAM,SMB,outbound
A003835,2024-04-29,NA,SMB,paid_search
A003836,2024-04-30,APAC,SMB,organic
A003837,2024-09-17,NA,SMB,referral
A003838,2025-01-24,EMEA,SMB,referral
A003839,2024-10-27,EMEA,enterprise,referral
A003840,2025-05-14,LATAM,SMB,partner
A003841,2025-03-09,APAC,enterprise,outbound
A003842,2023-08-28,EMEA,mid_market,referral
A003843,2025-02-13,NA,SMB,organic
A003844,2023-05-26,EMEA,enterprise,organic
A003845,2024-12-06,EMEA,SMB,outbound
A003846,2024-06-24,APAC,SMB,paid_search
A003847,2023-01-15,EMEA,mid_market,outbound
A003848,2024-09-20,APAC,SMB,organic
A003849,2025-03-15,NA,SMB,partner
A003850,2024-04-27,EMEA,enterprise,partner
A003851,2023-06-11,EMEA,enterprise,partner
A003852,2024-10-11,EMEA,SMB,organic
A003853,2024-06-10,LATAM,SMB,partner
A003854,2023-11-24,APAC,SMB,organic
A003855,2023-03-02,LATAM,SMB,outbound
A003856,2024-08-13,APAC,SMB,outbound
A003857,2024-10-16,APAC,SMB,paid_search
A003858,2023-08-16,EMEA,mid_market,partner
A003859,2024-04-22,NA,SMB,paid_search
A003860,2025-03-13,APAC,SMB,organic
A003861,2023-08-29,APAC,SMB,referral
A003862,2023-05-15,NA,SMB,partner
A003863,2025-09-04,APAC,SMB,organic
A003864,2023-09-19,APAC,SMB,organic
A003865,2023-01-04,EMEA,SMB,organic
A003866,2023-11-07,EMEA,mid_market,organic
A003867,2025-01-30,NA,SMB,paid_search
A003868,2025-08-31,EMEA,SMB,outbound
A003869,2024-09-11,APAC,mid_market,organic
A003870,2025-07-23,EMEA,SMB,referral
A003871,2025-02-10,LATAM,SMB,referral
A003872,2025-05-08,APAC,mid_market,organic
A003873,2023-09-26,LATAM,enterprise,paid_search
A003874,2025-05-13,NA,SMB,referral
A003875,2023-04-25,EMEA,SMB,referral
A003876,2024-05-14,APAC,SMB,partner
A003877,2025-03-15,NA,SMB,partner
A003878,2025-01-13,APAC,mid_market,paid_search
A003879,2023-10-03,NA,SMB,partner
A003880,2025-07-29,NA,mid_market,referral
A003881,2024-04-21,EMEA,SMB,outbound
A003882,2023-05-17,NA,mid_market,organic
A003883,2025-09-10,EMEA,SMB,referral
A003884,2024-10-05,LATAM,mid_market,paid_search
A003885,2024-03-16,APAC,mid_market,paid_search
A003886,2023-05-07,APAC,SMB,paid_search
A003887,2023-06-14,NA,mid_market,paid_search
A003888,2023-01-18,LATAM,SMB,partner
A003889,2024-06-19,NA,mid_market,outbound
A003890,2023-04-18,EMEA,mid_market,organic
A003891,2023-06-07,NA,SMB,referral
A003892,2024-02-29,EMEA,SMB,organic
A003893,2024-05-07,NA,SMB,partner
A003894,2025-03-11,APAC,enterprise,organic
A003895,2023-04-08,EMEA,SMB,outbound
A003896,2023-10-31,LATAM,SMB,referral
A003897,2025-04-10,APAC,SMB,organic
A003898,2024-02-28,LATAM,SMB,paid_search
A003899,2025-03-16,LATAM,SMB,partner
A003900,2023-06-15,LATAM,mid_market,partner
A003901,2024-06-23,LATAM,SMB,organic
A003902,2024-03-24,LATAM,mid_market,referral
A003903,2025-03-11,EMEA,SMB,organic
A003904,2023-04-22,LATAM,SMB,partner
A003905,2023-10-06,EMEA,SMB,organic
A003906,2024-02-10,NA,SMB,paid_search
A003907,2025-08-27,NA,SMB,organic
A003908,2024-12-20,APAC,SMB,paid_search
A003909,2025-02-14,EMEA,SMB,referral
A003910,2023-05-23,APAC,SMB,partner
A003911,2023-09-17,EMEA,mid_market,outbound
A003912,2025-07-04,APAC,SMB,paid_search
A003913,2023-03-27,LATAM,SMB,partner
A003914,2024-03-07,APAC,SMB,outbound
A003915,2024-08-12,EMEA,SMB,referral
A003916,2023-07-27,EMEA,SMB,paid_search
A003917,2023-01-07,APAC,SMB,partner
A003918,2024-12-12,NA,SMB,outbound
A003919,2025-05-05,EMEA,SMB,paid_search
A003920,2024-07-02,LATAM,SMB,organic
A003921,2024-09-08,EMEA,mid_market,paid_search
A003922,2025-04-19,NA,enterprise,partner
A003923,2023-12-10,LATAM,SMB,organic
A003924,2025-09-06,EMEA,SMB,organic
A003925,2024-02-24,APAC,mid_market,referral
A003926,2023-03-19,NA,SMB,referral
A003927,2023-05-20,NA,SMB,partner
A003928,2023-01-03,NA,SMB,referral
A003929,2023-12-10,LATAM,SMB,referral
A003930,2023-02-04,LATAM,SMB,referral
A003931,2025-08-21,NA,SMB,outbound
A003932,2025-04-01,LATAM,SMB,paid_search
A003933,2024-08-17,EMEA,SMB,partner
A003934,2023-11-11,NA,enterprise,outbound
A003935,2023-09-14,EMEA,SMB,referral
A003936,2024-10-12,EMEA,SMB,paid_search
A003937,2023-04-05,LATAM,SMB,paid_search
A003938,2025-09-22,LATAM,SMB,organic
A003939,2024-09-14,APAC,mid_market,outbound
A003940,2025-07-02,NA,SMB,outbound
A003941,2025-07-19,LATAM,SMB,outbound
A003942,2025-04-21,NA,SMB,referral
A003943,2023-08-16,EMEA,mid_market,paid_search
A003944,2024-11-03,LATAM,SMB,organic
A003945,2024-05-28,LATAM,SMB,outbound
A003946,2025-07-14,NA,enterprise,paid_search
A003947,2024-11-07,NA,SMB,outbound
A003948,2024-01-22,NA,SMB,referral
A003949,2023-02-05,EMEA,mid_market,paid_search
A003950,2023-07-05,NA,SMB,organic
A003951,2025-03-17,LATAM,SMB,outbound
A003952,2023-10-24,EMEA,SMB,outbound
A003953,2025-08-09,APAC,mid_market,partner
A003954,2025-09-04,NA,SMB,organic
A003955,2023-06-19,NA,SMB,partner
A003956,2025-08-19,LATAM,mid_market,organic
A003957,2025-02-24,LATAM,mid_market,outbound
A003958,2025-06-11,NA,mid_market,paid_search
A003959,2025-07-31,NA,SMB,outbound
A003960,2025-03-27,NA,SMB,partner
A003961,2024-05-15,EMEA,SMB,paid_search
A003962,2024-03-05,LATAM,SMB,partner
A003963,2023-12-15,EMEA,SMB,outbound
A003964,2023-08-25,EMEA,SMB,organic
A003965,2025-09-16,LATAM,mid_market,referral
A003966,2023-05-22,NA,SMB,outbound
A003967,2024-03-10,LATAM,mid_market,organic
A003968,2023-07-08,LATAM,mid_market,outbound
A003969,2024-07-01,APAC,SMB,referral
A003970,2023-05-25,NA,SMB,partner
A003971,2023-11-04,NA,SMB,referral
A003972,2023-02-05,NA,SMB,outbound
A003973,2023-01-10,EMEA,enterprise,partner
A003974,2023-05-03,APAC,SMB,outbound
A003975,2023-10-06,NA,mid_market,organic
A003976,2025-04-16,NA,SMB,referral
A003977,2023-01-01,EMEA,SMB,outbound
A003978,2024-01-12,APAC,SMB,organic
A003979,2025-03-26,NA,SMB,outbound
A003980,2024-10-10,APAC,SMB,outbound
A003981,2024-09-29,APAC,mid_market,organic
A003982,2023-02-17,EMEA,mid_market,partner
A003983,2023-01-20,APAC,SMB,partner
A003984,2024-11-11,LATAM,mid_market,referral
A003985,2025-04-12,EMEA,SMB,paid_search
A003986,2025-05-04,NA,SMB,organic
A003987,2024-12-04,NA,mid_market,partner
A003988,2024-05-12,EMEA,SMB,outbound
A003989,2023-12-08,APAC,SMB,paid_search
A003990,2023-08-05,NA,SMB,organic
A003991,2023-04-24,EMEA,SMB,organic
A003992,2024-11-22,LATAM,mid_market,outbound
A003993,2024-07-22,APAC,SMB,referral
A003994,2024-09-06,LATAM,mid_market,paid_search
A003995,2025-03-31,NA,SMB,referral
A003996,2024-12-15,LATAM,SMB,paid_search
A003997,2025-09-19,NA,SMB,referral
A003998,2023-09-15,EMEA,SMB,organic
A003999,2025-06-17,NA,SMB,organic
A004000,2023-06-30,LATAM,SMB,partner
A004001,2025-06-27,APAC,SMB,organic
A004002,2025-08-26,APAC,SMB,outbound
A004003,2023-10-15,LATAM,SMB,partner
A004004,2023-01-15,NA,mid_market,referral
A004005,2024-07-07,NA,SMB,outbound
A004006,2024-10-24,EMEA,mid_market,partner
A004007,2024-12-22,APAC,SMB,partner
A004008,2023-12-24,APAC,SMB,outbound
A004009,2025-03-08,NA,mid_market,outbound
A004010,2025-07-14,EMEA,SMB,organic
A004011,2025-04-06,APAC,mid_market,organic
A004012,2023-07-07,EMEA,enterprise,partner
A004013,2025-05-01,EMEA,mid_market,paid_search
A004014,2023-02-25,LATAM,SMB,outbound
A004015,2025-01-25,EMEA,SMB,partner
A004016,2023-02-14,LATAM,SMB,organic
A004017,2025-02-08,EMEA,SMB,referral
A004018,2025-09-10,NA,SMB,partner
A004019,2024-11-03,LATAM,SMB,partner
A004020,2024-11-18,NA,SMB,paid_search
A004021,2023-02-15,NA,SMB,organic
A004022,2023-07-16,EMEA,mid_market,outbound
A004023,2025-08-30,EMEA,SMB,referral
A004024,2024-05-30,NA,SMB,referral
A004025,2023-01-07,APAC,mid_market,outbound
A004026,2023-12-11,NA,mid_market,referral
A004027,2024-12-06,LATAM,SMB,outbound
A004028,2024-05-15,LATAM,SMB,organic
A004029,2025-01-20,NA,mid_market,referral
A004030,2023-05-14,NA,mid_market,referral
A004031,2023-08-20,EMEA,mid_market,outbound
A004032,2025-04-29,APAC,SMB,partner
A004033,2024-12-08,EMEA,SMB,paid_search
A004034,2025-05-22,LATAM,SMB,referral
A004035,2023-03-26,APAC,SMB,partner
A004036,2025-08-15,EMEA,SMB,partner
A004037,2024-07-06,APAC,SMB,partner
A004038,2025-02-28,EMEA,SMB,paid_search
A004039,2025-08-02,NA,SMB,referral
A004040,2024-12-12,EMEA,enterprise,outbound
A004041,2023-06-30,APAC,SMB,referral
A004042,2025-09-13,NA,SMB,partner
A004043,2024-11-16,APAC,SMB,referral
A004044,2023-02-27,EMEA,SMB,partner
A004045,2023-05-10,EMEA,enterprise,outbound
A004046,2025-09-09,LATAM,mid_market,paid_search
A004047,2023-11-24,NA,SMB,referral
A004048,2023-05-14,NA,mid_market,partner
A004049,2023-08-01,EMEA,mid_market,partner
A004050,2025-02-15,LATAM,mid_market,organic
A004051,2024-08-06,APAC,mid_market,outbound
A004052,2024-08-23,EMEA,mid_market,paid_search
A004053,2025-05-04,LATAM,SMB,outbound
A004054,2023-05-24,EMEA,mid_market,outbound
A004055,2025-08-17,LATAM,SMB,referral
A004056,2024-11-23,EMEA,mid_market,partner
A004057,2024-01-09,NA,SMB,organic
A004058,2024-03-08,EMEA,SMB,outbound
A004059,2025-03-16,EMEA,SMB,outbound
A004060,2023-08-12,NA,SMB,outbound
A004061,2024-08-05,EMEA,SMB,partner
A004062,2024-12-22,LATAM,SMB,paid_search
A004063,2023-05-28,LATAM,SMB,referral
A004064,2024-11-27,LATAM,SMB,referral
A004065,2025-09-16,EMEA,SMB,outbound
A004066,2023-03-31,APAC,SMB,organic
A004067,2023-05-14,EMEA,mid_market,outbound
A004068,2023-01-10,EMEA,SMB,organic
A004069,2024-05-09,NA,SMB,referral
A004070,2023-03-17,EMEA,mid_market,organic
A004071,2025-07-17,NA,SMB,outbound
A004072,2025-06-08,EMEA,SMB,paid_search
A004073,2023-06-18,NA,SMB,paid_search
A004074,2023-11-19,LATAM,enterprise,organic
A004075,2024-08-31,NA,mid_market,paid_search
A004076,2025-03-20,EMEA,SMB,outbound
A004077,2023-03-28,EMEA,SMB,organic
A004078,2025-03-16,NA,mid_market,organic
A004079,2023-03-28,EMEA,mid_market,referral
A004080,2023-02-03,NA,mid_market,partner
A004081,2024-12-23,LATAM,SMB,paid_search
A004082,2025-09-22,NA,mid_market,organic
A004083,2025-03-26,LATAM,SMB,referral
A004084,2023-07-01,LATAM,SMB,partner
A004085,2024-05-11,LATAM,enterprise,partner
A004086,2023-06-12,EMEA,SMB,referral
A004087,2024-12-11,APAC,SMB,partner
A004088,2023-08-10,EMEA,mid_market,paid_search
A004089,2024-09-21,LATAM,SMB,paid_search
A004090,2023-07-14,APAC,SMB,referral
A004091,2023-09-25,LATAM,SMB,outbound
A004092,2023-06-03,EMEA,SMB,partner
A004093,2024-08-31,APAC,SMB,paid_search
A004094,2025-06-26,LATAM,SMB,organic
A004095,2023-12-25,NA,SMB,paid_search
A004096,2023-03-19,LATAM,mid_market,partner
A004097,2024-08-24,NA,SMB,outbound
A004098,2024-06-24,APAC,SMB,paid_search
A004099,2025-01-25,NA,SMB,outbound
A004100,2025-02-07,LATAM,SMB,paid_search
A004101,2025-06-19,NA,SMB,referral
A004102,2024-03-28,LATAM,SMB,paid_search
A004103,2023-10-29,LATAM,SMB,outbound
A004104,2025-01-23,NA,SMB,referral
A004105,2023-05-17,NA,SMB,outbound
A004106,2024-06-29,EMEA,mid_market,referral
A004107,2025-01-08,EMEA,SMB,paid_search
A004108,2024-12-27,LATAM,SMB,paid_search
A004109,2024-08-26,NA,SMB,partner
A004110,2025-01-19,LATAM,SMB,partner
A004111,2025-06-30,EMEA,SMB,partner
A004112,2023-06-17,EMEA,SMB,outbound
A004113,2025-02-25,APAC,SMB,referral
A004114,2024-12-08,LATAM,SMB,referral
A004115,2024-09-18,APAC,SMB,organic
A004116,2024-12-13,NA,SMB,paid_search
A004117,2024-06-01,NA,SMB,outbound
A004118,2024-08-14,EMEA,SMB,paid_search
A004119,2024-11-22,APAC,SMB,paid_search
A004120,2023-12-13,NA,mid_market,organic
A004121,2024-10-09,LATAM,SMB,organic
A004122,2023-04-09,EMEA,SMB,partner
A004123,2025-08-12,LATAM,mid_market,organic
A004124,2023-03-28,APAC,SMB,referral
A004125,2025-01-01,NA,mid_market,outbound
A004126,2024-11-15,NA,SMB,referral
A004127,2024-12-01,APAC,mid_market,organic
A004128,2024-09-28,APAC,SMB,organic
A004129,2025-07-04,NA,SMB,outbound
A004130,2023-05-12,APAC,SMB,partner
A004131,2024-08-03,NA,mid_market,partner
A004132,2024-01-02,APAC,SMB,outbound
A004133,2025-01-15,APAC,enterprise,referral
A004134,2023-02-28,APAC,SMB,paid_search
A004135,2023-02-10,NA,mid_market,outbound
A004136,2023-10-19,LATAM,SMB,outbound
A004137,2023-05-20,LATAM,mid_market,referral
A004138,2025-08-28,LATAM,enterprise,partner
A004139,2023-03-29,NA,SMB,partner
A004140,2023-11-17,EMEA,SMB,paid_search
A004141,2024-02-14,EMEA,SMB,organic
A004142,2025-02-14,LATAM,SMB,referral
A004143,2024-02-26,NA,enterprise,referral
A004144,2023-05-16,LATAM,SMB,partner
A004145,2024-10-23,APAC,SMB,referral
A004146,2025-01-24,NA,mid_market,organic
A004147,2024-09-26,NA,SMB,paid_search
A004148,2025-02-24,EMEA,SMB,partner
A004149,2024-05-07,APAC,mid_market,outbound
A004150,2024-12-22,NA,SMB,partner
A004151,2025-06-28,LATAM,SMB,outbound
A004152,2025-06-11,EMEA,SMB,referral
A004153,2023-08-12,NA,SMB,paid_search
A004154,2024-06-19,EMEA,SMB,referral
A004155,2025-08-08,APAC,SMB,organic
A004156,2023-05-09,EMEA,SMB,partner
A004157,2023-12-22,APAC,SMB,referral
A004158,2024-11-13,NA,SMB,paid_search
A004159,2023-11-04,EMEA,mid_market,organic
A004160,2023-11-15,LATAM,SMB,partner
A004161,2024-01-06,APAC,SMB,outbound
A004162,2025-06-07,LATAM,enterprise,organic
A004163,2023-01-14,APAC,mid_market,partner
A004164,2025-02-04,LATAM,SMB,partner
A004165,2023-08-11,APAC,SMB,organic
A004166,2023-11-09,EMEA,SMB,paid_search
A004167,2024-12-14,APAC,SMB,paid_search
A004168,2024-08-14,NA,SMB,referral
A004169,2025-01-20,EMEA,SMB,paid_search
A004170,2024-12-20,LATAM,SMB,partner
A004171,2023-11-06,NA,mid_market,outbound
A004172,2023-04-20,APAC,SMB,referral
A004173,2025-04-17,EMEA,SMB,referral
A004174,2024-12-23,APAC,mid_market,referral
A004175,2024-08-22,APAC,SMB,organic
A004176,2024-05-12,EMEA,SMB,organic
A004177,2024-10-06,LATAM,SMB,outbound
A004178,2023-01-10,EMEA,SMB,partner
A004179,2023-08-20,LATAM,mid_market,paid_search
A004180,2023-11-05,NA,SMB,organic
A004181,2023-07-18,APAC,mid_market,partner
A004182,2025-06-30,APAC,SMB,organic
A004183,2023-06-16,NA,mid_market,outbound
A004184,2025-06-19,APAC,mid_market,organic
A004185,2023-11-12,APAC,SMB,referral
A004186,2023-09-10,NA,SMB,organic
A004187,2024-05-02,EMEA,SMB,outbound
A004188,2023-03-04,NA,SMB,outbound
A004189,2023-06-17,APAC,SMB,outbound
A004190,2024-04-14,NA,enterprise,organic
A004191,2025-06-02,NA,mid_market,organic
A004192,2025-08-30,LATAM,SMB,referral
A004193,2024-03-23,NA,SMB,referral
A004194,2024-05-09,APAC,SMB,referral
A004195,2025-07-21,APAC,SMB,organic
A004196,2024-08-05,NA,SMB,outbound
A004197,2023-10-25,LATAM,SMB,paid_search
A004198,2023-06-09,NA,SMB,paid_search
A004199,2024-08-18,NA,SMB,outbound
A004200,2024-02-12,EMEA,SMB,outbound
A004201,2025-09-01,NA,SMB,outbound
A004202,2025-08-12,NA,SMB,outbound
A004203,2024-06-13,LATAM,SMB,paid_search
A004204,2024-04-24,APAC,SMB,outbound
A004205,2025-08-02,EMEA,mid_market,paid_search
A004206,2023-04-08,EMEA,SMB,partner
A004207,2024-12-02,LATAM,SMB,partner
A004208,2024-11-21,NA,SMB,outbound
A004209,2025-08-12,LATAM,SMB,outbound
A004210,2025-03-19,NA,SMB,paid_search
A004211,2023-06-07,EMEA,SMB,outbound
A004212,2023-12-11,APAC,SMB,partner
A004213,2025-02-07,LATAM,SMB,referral
A004214,2025-05-22,LATAM,SMB,organic
A004215,2025-04-20,EMEA,SMB,paid_search
A004216,2023-01-10,LATAM,SMB,outbound
A004217,2023-02-25,NA,enterprise,organic
A004218,2024-03-30,APAC,mid_market,outbound
A004219,2024-12-12,EMEA,SMB,referral
A004220,2023-08-30,LATAM,enterprise,organic
A004221,2023-10-13,EMEA,SMB,referral
A004222,2023-08-01,LATAM,SMB,partner
A004223,2024-06-22,APAC,SMB,referral
A004224,2024-09-02,NA,mid_market,paid_search
A004225,2025-06-23,EMEA,mid_market,outbound
A004226,2024-03-06,LATAM,mid_market,organic
A004227,2023-03-06,NA,SMB,referral
A004228,2023-11-21,LATAM,SMB,referral
A004229,2024-08-22,LATAM,SMB,paid_search
A004230,2023-04-19,EMEA,SMB,outbound
A004231,2023-05-23,EMEA,mid_market,organic
A004232,2024-12-27,APAC,SMB,organic
A004233,2023-10-11,NA,SMB,referral
A004234,2024-03-15,EMEA,mid_market,organic
A004235,2025-09-24,LATAM,enterprise,partner
A004236,2024-10-17,LATAM,mid_market,outbound
A004237,2024-09-30,EMEA,SMB,partner
A004238,2025-04-22,LATAM,SMB,paid_search
A004239,2025-05-06,APAC,SMB,partner
A004240,2025-02-26,NA,SMB,paid_search
A004241,2023-03-21,NA,SMB,partner
A004242,2024-10-03,APAC,mid_market,outbound
A004243,2023-07-08,EMEA,SMB,referral
A004244,2025-04-01,APAC,SMB,outbound
A004245,2024-05-31,APAC,SMB,partner
A004246,2024-06-01,LATAM,mid_market,referral
A004247,2024-11-15,NA,mid_market,outbound
A004248,2025-07-12,APAC,SMB,partner
A004249,2023-05-10,APAC,SMB,outbound
A004250,2023-07-10,NA,SMB,partner
A004251,2024-01-07,NA,SMB,organic
A004252,2025-08-07,APAC,SMB,paid_search
A004253,2024-11-30,EMEA,SMB,partner
A004254,2025-06-23,APAC,SMB,referral
A004255,2025-07-27,NA,mid_market,paid_search
A004256,2023-02-28,NA,SMB,referral
A004257,2024-03-23,APAC,enterprise,paid_search
A004258,2024-12-22,APAC,SMB,organic
A004259,2023-08-20,LATAM,SMB,paid_search
A004260,2023-01-25,APAC,SMB,referral
A004261,2023-05-13,APAC,SMB,outbound
A004262,2025-08-18,APAC,SMB,referral
A004263,2023-12-08,LATAM,mid_market,paid_search
A004264,2023-02-18,LATAM,SMB,partner
A004265,2025-02-08,NA,mid_market,organic
A004266,2024-11-07,APAC,SMB,organic
A004267,2024-03-20,APAC,mid_market,referral
A004268,2024-11-11,EMEA,SMB,outbound
A004269,2023-12-05,APAC,mid_market,partner
A004270,2024-06-11,LATAM,SMB,paid_search
A004271,2024-01-21,NA,SMB,partner
A004272,2025-03-16,EMEA,SMB,partner
A004273,2025-09-18,NA,SMB,paid_search
A004274,2025-01-15,LATAM,SMB,organic
A004275,2024-05-30,NA,SMB,partner
A004276,2024-04-28,NA,SMB,referral
A004277,2025-02-12,EMEA,enterprise,outbound
A004278,2024-08-18,LATAM,SMB,organic
A004279,2025-01-24,NA,SMB,outbound
A004280,2024-07-29,EMEA,SMB,partner
A004281,2023-07-12,APAC,SMB,organic
A004282,2023-03-20,LATAM,enterprise,organic
A004283,2024-01-31,LATAM,mid_market,paid_search
A004284,2025-08-04,LATAM,SMB,outbound
A004285,2025-01-14,NA,SMB,outbound
A004286,2024-12-27,LATAM,mid_market,organic
A004287,2025-03-26,LATAM,SMB,partner
A004288,2025-09-04,NA,enterprise,outbound
A004289,2024-01-28,LATAM,SMB,referral
A004290,2023-10-12,APAC,SMB,partner
A004291,2025-03-19,NA,SMB,organic
A004292,2023-04-23,NA,SMB,referral
A004293,2023-03-16,EMEA,SMB,organic
A004294,2025-05-16,LATAM,SMB,referral
A004295,2025-08-07,LATAM,SMB,paid_search
A004296,2023-04-23,EMEA,SMB,outbound
A004297,2024-09-22,EMEA,enterprise,partner
A004298,2024-11-30,APAC,mid_market,outbound
A004299,2025-06-03,APAC,SMB,referral
A004300,2024-12-20,NA,SMB,outbound
A004301,2025-06-10,NA,enterprise,organic
A004302,2023-01-02,LATAM,SMB,paid_search
A004303,2025-04-15,NA,SMB,referral
A004304,2024-12-09,EMEA,mid_market,paid_search
A004305,2025-06-03,APAC,mid_market,partner
A004306,2025-03-05,NA,mid_market,partner
A004307,2024-03-13,APAC,SMB,paid_search
A004308,2023-12-05,EMEA,SMB,referral
A004309,2025-06-14,LATAM,mid_market,partner
A004310,2024-03-29,EMEA,SMB,outbound
A004311,2025-09-18,NA,SMB,referral
A004312,2024-01-19,NA,SMB,paid_search
A004313,2023-02-03,EMEA,SMB,paid_search
A004314,2023-06-08,NA,SMB,partner
A004315,2023-02-27,APAC,SMB,partner
A004316,2023-04-05,EMEA,SMB,referral
A004317,2024-09-04,LATAM,SMB,partner
A004318,2024-07-14,NA,SMB,paid_search
A004319,2023-10-23,EMEA,SMB,organic
A004320,2023-01-18,LATAM,SMB,paid_search
A004321,2023-12-07,APAC,mid_market,paid_search
A004322,2024-03-08,EMEA,mid_market,organic
A004323,2023-05-30,NA,mid_market,partner
A004324,2024-12-28,LATAM,mid_market,outbound
A004325,2023-02-18,APAC,mid_market,referral
A004326,2024-06-20,NA,SMB,outbound
A004327,2024-08-17,EMEA,SMB,outbound
A004328,2023-02-23,NA,SMB,referral
A004329,2024-06-20,LATAM,SMB,paid_search
A004330,2024-03-19,LATAM,SMB,outbound
A004331,2024-08-03,NA,SMB,organic
A004332,2023-02-27,LATAM,mid_market,partner
A004333,2025-08-16,EMEA,mid_market,referral
A004334,2025-06-25,LATAM,mid_market,outbound
A004335,2024-04-09,NA,mid_market,partner
A004336,2025-04-11,EMEA,SMB,outbound
A004337,2024-06-09,APAC,SMB,partner
A004338,2023-01-16,NA,mid_market,referral
A004339,2023-08-17,LATAM,SMB,paid_search
A004340,2023-03-28,EMEA,SMB,outbound
A004341,2023-06-23,LATAM,SMB,paid_search
A004342,2023-12-10,APAC,SMB,outbound
A004343,2024-03-26,LATAM,SMB,partner
A004344,2025-07-28,EMEA,SMB,outbound
A004345,2023-07-01,LATAM,SMB,referral
A004346,2025-03-25,NA,mid_market,referral
A004347,2023-03-11,LATAM,mid_market,organic
A004348,2025-07-04,LATAM,mid_market,organic
A004349,2024-11-03,EMEA,SMB,outbound
A004350,2025-09-18,LATAM,SMB,paid_search
A004351,2024-06-06,LATAM,SMB,outbound
A004352,2024-02-09,EMEA,SMB,organic
A004353,2025-01-18,APAC,SMB,paid_search
A004354,2023-11-11,APAC,SMB,partner
A004355,2023-06-06,NA,mid_market,referral
A004356,2023-03-12,NA,SMB,referral
A004357,2023-07-09,EMEA,mid_market,outbound
A004358,2023-09-14,APAC,SMB,partner
A004359,2023-05-06,APAC,SMB,organic
A004360,2024-12-17,LATAM,SMB,outbound
A004361,2025-09-23,EMEA,SMB,outbound
A004362,2024-05-11,EMEA,mid_market,organic
A004363,2023-11-22,NA,mid_market,paid_search
